Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Androgen Receptor Signaling Pathway (GO:0030521)	2/20	0.059552738678808476	0.39211756373827955	0	0	5.480828435488385	15.460830538655916	DDX17;PMEPA1
Estrogen Receptor Signaling Pathway (GO:0030520)	2/20	0.059552738678808476	0.39211756373827955	0	0	5.480828435488385	15.460830538655916	DDX17;DDX54
Modified Amino Acid Catabolic Process (GO:0042219)	2/20	0.059552738678808476	0.39211756373827955	0	0	5.480828435488385	15.460830538655916	DPEP1;GGT1
Negative Regulation of Calcium Ion Transmembrane Transport (GO:1903170)	2/20	0.059552738678808476	0.39211756373827955	0	0	5.480828435488385	15.460830538655916	GSTO1;FKBP1B
Negative Regulation of Protein Binding (GO:0032091)	2/20	0.059552738678808476	0.39211756373827955	0	0	5.480828435488385	15.460830538655916	GOLGA2;NES
Nuclear Envelope Organization (GO:0006998)	2/20	0.059552738678808476	0.39211756373827955	0	0	5.480828435488385	15.460830538655916	DES;NEMP1
Positive Regulation of Cell Migration Involved in Sprouting Angiogenesis (GO:0090050)	2/20	0.059552738678808476	0.39211756373827955	0	0	5.480828435488385	15.460830538655916	SRPX2;FGF2
Positive Regulation of Mitochondrial Fission (GO:0090141)	2/20	0.059552738678808476	0.39211756373827955	0	0	5.480828435488385	15.460830538655916	BNIP3;DCN
Response to Type I Interferon (GO:0034340)	3/45	0.060445806895574036	0.3944637422133452	0	0	3.5279581529581527	9.89947904487587	SP100;ISG15;IFIT1
Spindle Assembly (GO:0051225)	4/74	0.06047071131224988	0.3944637422133452	0	0	2.8254611211573235	7.927102820059314	GOLGA2;NEK7;SMC3;SMC1A
Peptidyl-lysine Modification (GO:0018205)	4/74	0.06047071131224988	0.3944637422133452	0	0	2.8254611211573235	7.927102820059314	IFIH1;SUMO2;P3H3;TRPM4
Recombinational Repair (GO:0000725)	5/106	0.061180582678599195	0.3978626163697793	0	0	2.4501181082575263	6.845447255597993	FEN1;RAD50;XRCC5;RPA1;NBN
Positive Regulation of Protein Localization to Nucleus (GO:1900182)	4/75	0.06291858004844574	0.40790599434484665	0	0	2.7855232661793545	7.704517154729878	DTX3L;CDK1;PARP9;CCT4
Positive Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901224)	3/46	0.06374444045766513	0.41073252612935907	0	0	3.445736434108527	9.485675853288905	IFI35;NMI;TRIM21
Protein Sumoylation (GO:0016925)	3/46	0.06374444045766513	0.41073252612935907	0	0	3.445736434108527	9.485675853288905	IFIH1;SUMO2;TRPM4
Reg of Cardiac Muscle Contraction by Regulation of the Release of Sequestered Calcium Ion (GO:0010881)	2/21	0.06497665373554282	0.4111285568191853	0	0	5.192098634495559	14.193781505733666	GSTO1;FKBP1B
Dendritic Cell Migration (GO:0036336)	2/21	0.06497665373554282	0.4111285568191853	0	0	5.192098634495559	14.193781505733666	EPS8;TRPM4
Regulation of Secretion (GO:0051046)	2/21	0.06497665373554282	0.4111285568191853	0	0	5.192098634495559	14.193781505733666	OAS2;CES1
Homologous Recombination (GO:0035825)	2/21	0.06497665373554282	0.4111285568191853	0	0	5.192098634495559	14.193781505733666	RAD50;NBN
Mesoderm Formation (GO:0001707)	2/21	0.06497665373554282	0.4111285568191853	0	0	5.192098634495559	14.193781505733666	ITGA2;HMGA2
Post-transcriptional Gene Silencing (GO:0016441)	2/21	0.06497665373554282	0.4111285568191853	0	0	5.192098634495559	14.193781505733666	HELZ2;MOV10
Chromatin Remodeling (GO:0006338)	10/290	0.0665301443933602	0.4142682940989367	0	0	1.7738707308116048	4.807367306834124	SMARCE1;KDM4B;RAD50;PCNA;MTA1;DTX3L;MBD2;NBN;SF3B1;BRD4
Regulation of Cell Cycle (GO:0051726)	11/329	0.06682111128412052	0.4142682940989367	0	0	1.7191288983984958	4.651509312085091	CDK7;CDK6;SON;NEK7;CDK2;HMGA2;NBN;TRIM21;CDK11B;MAP2K6;CKS1B
Cellular Component Disassembly (GO:0022411)	3/47	0.0671245730917552	0.4142682940989367	0	0	3.3672520661157024	9.09563840708053	CTSK;LAMC1;MMP9
Regulation of Defense Response (GO:0031347)	5/109	0.0672938291484025	0.4142682940989367	0	0	2.379075556423272	6.420379653386108	ZBP1;DHX58;ERAP1;GGT1;BRD4
Negative Regulation of Response to External Stimulus (GO:0032102)	7/179	0.06804216985503789	0.4142682940989367	0	0	2.0171303986710964	5.421295374807525	PARP1;TREX1;DHX58;NMI;IL13RA2;FGF2;TRIM21
Negative Regulation of Programmed Cell Death (GO:0043069)	13/410	0.06875314219722745	0.4142682940989367	0	0	1.6291356155623131	4.361575368830574	SERPINB2;WFS1;BNIP3;ASNS;HMGA2;MMP9;IFIT3;PRDX2;SON;PSAT1;CDK1;TMEM109;TXNDC5
Transcription by RNA Polymerase II (GO:0006366)	8/217	0.07009995022311326	0.4142682940989367	0	0	1.8984079589813874	5.045651691081948	MED23;CCNK;CDK7;PARP1;POLR2G;TRIP13;POLR2J;CDK11B
Cellular Response to Cytokine Stimulus (GO:0071345)	11/332	0.07026120500926898	0.4142682940989367	0	0	1.7027973150913704	4.52183868815758	STAT1;KHSRP;DPYSL3;MNDA;IFIT1;IL13RA2;GBP1;IFIT3;GBP4;IFIT2;MAPK13
3'-UTR-mediated mRNA Destabilization (GO:0061158)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	MOV10;KHSRP
Regulation of RIG-I Signaling Pathway (GO:0039535)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	DHX58;ZC3HAV1
Antigen Processing and Presentation of Endogenous Peptide Antigen (GO:0002483)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	ERAP1;TAP2
Regulation of Adipose Tissue Development (GO:1904177)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	PARP1;TRPM4
Regulation of Cardiac Muscle Cell Proliferation (GO:0060043)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	RBPJ;FGF2
Regulation of Integrin-Mediated Signaling Pathway (GO:2001044)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	LAMC1;NID1
Response to Gamma Radiation (GO:0010332)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	XRCC5;TMEM109
Sulfur Compound Catabolic Process (GO:0044273)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	DPEP1;GGT1
Vascular Endothelial Cell Response to Laminar Fluid Shear Stress (GO:0097700)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	PRKAR1B;PRKAR1A
Myoblast Differentiation (GO:0045445)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	DDX17;RBPJ
Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	PRKAR1B;PRKAR1A
Negative Regulation of Interleukin-2 Production (GO:0032703)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	CD34;GBP1
Positive Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010971)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	CDK1;BRD4
Positive Regulation of Protein Processing (GO:0010954)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	CCBE1;HPSE
Presynaptic Endocytosis (GO:0140238)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	SNCG;AP2M1
Protein Insertion Into Membrane (GO:0051205)	2/22	0.07055859848852047	0.4142682940989367	0	0	4.932241813602015	13.076910576447368	RTP4;TRAM2
Cellular Response to Glucose Starvation (GO:0042149)	3/48	0.07058486833484492	0.4142682940989367	0	0	3.292255892255892	8.727571146055231	SH3GLB1;ASNS;PLIN2
Mitotic Spindle Assembly (GO:0090307)	3/48	0.07058486833484492	0.4142682940989367	0	0	3.292255892255892	8.727571146055231	GOLGA2;SMC3;SMC1A
Gene Expression (GO:0010467)	10/294	0.07145725430307041	0.418223430046026	0	0	1.7485245664216662	4.613754576015295	DDX17;PRPF4;HHAT;HNRNPUL1;DIS3;FKBP1B;DDX54;CIAO2B;CFB;THOC6
Protein Homooligomerization (GO:0051260)	6/146	0.07265051203496747	0.42402944281904836	0	0	2.122246455834242	5.564731483218941	GOLGA2;STEAP4;ALDH1A2;ATL1;TP53BP1;TRPM4
RNA Metabolic Process (GO:0016070)	4/79	0.07322118532482647	0.42475481860048975	0	0	2.63642194092827	6.892320060591427	DDX17;DIS3;KHSRP;DDX54
Cellular Response to Chemical Stress (GO:0062197)	5/112	0.07373429800364756	0.42475481860048975	0	0	2.312016699084397	6.0280915800552615	PRDX2;ERMP1;PARP1;TRIM21;EIF2S1
Regulation of Calcium-Mediated Signaling (GO:0050848)	3/49	0.07412394678329624	0.42475481860048975	0	0	3.220520421607378	8.379847695636842	PDGFRA;FKBP1B;GBP1
Mitotic Nuclear Division (GO:0140014)	3/49	0.07412394678329624	0.42475481860048975	0	0	3.220520421607378	8.379847695636842	EPS8;PPP1CC;SMC1A
Negative Regulation of Small GTPase Mediated Signal Transduction (GO:0051058)	3/49	0.07412394678329624	0.42475481860048975	0	0	3.220520421607378	8.379847695636842	ARHGAP29;CGNL1;CD2AP
Protein Biosynthetic Process (GO:0160307)	6/147	0.07453920293526602	0.42475481860048975	0	0	2.107086784689513	5.470903504939963	RPS28;RPS18;MRPL18;EEF1A2;RPLP2;IGF2BP3
Positive Regulation of DNA Repair (GO:0045739)	4/80	0.07592283338726917	0.42475481860048975	0	0	2.6015989340439707	6.707020404581807	SMARCE1;RAD50;PCNA;NBN
Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002861)	2/23	0.07629014510860567	0.42475481860048975	0	0	4.697133261364999	12.08671736658653	PRKAR1B;PRKAR1A
Entrainment of Circadian Clock by Photoperiod (GO:0043153)	2/23	0.07629014510860567	0.42475481860048975	0	0	4.697133261364999	12.08671736658653	PPP1CC;MTA1
Glycosaminoglycan Biosynthetic Process (GO:0006024)	2/23	0.07629014510860567	0.42475481860048975	0	0	4.697133261364999	12.08671736658653	EXT2;UGDH
Intraciliary Anterograde Transport (GO:0035720)	2/23	0.07629014510860567	0.42475481860048975	0	0	4.697133261364999	12.08671736658653	IFT22;IFT27
Maturation of LSU-rRNA Fm Tricistronic rRNA Trans (GO:0000463)	2/23	0.07629014510860567	0.42475481860048975	0	0	4.697133261364999	12.08671736658653	RBM34;FTSJ3
Positive Regulation of DNA Replication (GO:0045740)	2/23	0.07629014510860567	0.42475481860048975	0	0	4.697133261364999	12.08671736658653	PCNA;CDK2
Positive Regulation of Release of Cytochrome C From Mitochondria (GO:0090200)	2/23	0.07629014510860567	0.42475481860048975	0	0	4.697133261364999	12.08671736658653	BNIP3;MMP9
Negative Regulation of Defense Response (GO:0031348)	6/148	0.07645569308219274	0.42475481860048975	0	0	2.0921406300397805	5.378985365751272	PARP1;TREX1;DHX58;NMI;IL13RA2;TRIM21
Regulation of Protein Serine/Threonine Kinase Activity (GO:0071900)	3/50	0.07774038955477829	0.42475481860048975	0	0	3.1518375241779495	8.050991814751255	CCNK;MAP2K1;HMGA2
Regulation of Stem Cell Differentiation (GO:2000736)	3/50	0.07774038955477829	0.42475481860048975	0	0	3.1518375241779495	8.050991814751255	PDGFRA;MTA1;NSUN2
Mitophagy (GO:0000423)	3/50	0.07774038955477829	0.42475481860048975	0	0	3.1518375241779495	8.050991814751255	CTSK;BNIP3;EIF2S1
Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway (GO:0030518)	3/50	0.07774038955477829	0.42475481860048975	0	0	3.1518375241779495	8.050991814751255	DDX17;PMEPA1;DDX54
Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661)	3/50	0.07774038955477829	0.42475481860048975	0	0	3.1518375241779495	8.050991814751255	GJA1;FGF2;MMP9
Protein N-linked Glycosylation (GO:0006487)	4/81	0.07867408158684525	0.42475481860048975	0	0	2.5676804208449777	6.528177285360658	MAN2A1;STT3A;MAGT1;DDOST
Protein-containing Complex Assembly (GO:0065003)	11/339	0.078723692871691	0.42475481860048975	0	0	1.6658520870002513	4.234281352113543	IFIH1;CAND2;COL16A1;NEMF;VBP1;SRPRA;SLC2A1;LAMC1;GBP1;AP2M1;CD2AP
Epithelial to Mesenchymal Transition (GO:0001837)	3/51	0.08143274163284553	0.42475481860048975	0	0	3.086016414141414	7.739660828330671	DDX17;HMGA2;RBPJ
Positive Regulation of Transcription Elongation by RNA Polymerase II (GO:0032968)	3/51	0.08143274163284553	0.42475481860048975	0	0	3.086016414141414	7.739660828330671	MED23;CCNK;BRD4
Glycoprotein Metabolic Process (GO:0009100)	4/82	0.08147449068888088	0.42475481860048975	0	0	2.5346316131126256	6.3555008318797555	GOLGA2;OGA;HPSE;DDOST
Regulation of Protein Modification Process (GO:0031399)	2/24	0.08216313763075896	0.42475481860048975	0	0	4.483398213876804	11.204229692555726	GOLGA2;STAT2
Eye Morphogenesis (GO:0048592)	2/24	0.08216313763075896	0.42475481860048975	0	0	4.483398213876804	11.204229692555726	EFEMP1;COL5A1
MRNA Cis Splicing, via Spliceosome (GO:0045292)	2/24	0.08216313763075896	0.42475481860048975	0	0	4.483398213876804	11.204229692555726	SF3B1;SF1
Nucleic Acid Metabolic Process (GO:0090304)	2/24	0.08216313763075896	0.42475481860048975	0	0	4.483398213876804	11.204229692555726	TREX1;DDX54
RNA Biosynthetic Process (GO:0032774)	6/151	0.0823713667157301	0.42475481860048975	0	0	2.048539089234009	5.114213468089972	DDX17;PRPF4;POLA2;HNRNPUL1;DIS3;DDX54
Cellular Response to Starvation (GO:0009267)	6/152	0.08439842309446555	0.42475481860048975	0	0	2.034403429886019	5.029465507633659	SH3GLB1;STX17;TTC5;ASNS;PLIN2;EIF2S1
Double-strand Break Repair via Nonhomologous End Joining (GO:0006303)	3/52	0.08519951510353543	0.42475481860048975	0	0	3.022881880024737	7.44463117755087	XRCC5;NBN;TP53BP1
Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	3/52	0.08519951510353543	0.42475481860048975	0	0	3.022881880024737	7.44463117755087	HPSE;GBP1;TRIOBP
Protein Phosphorylation (GO:0006468)	10/305	0.08616865593087353	0.42475481860048975	0	0	1.6823667814038603	4.124236006789494	RPS6KA4;PDGFRA;EFEMP1;EEF2K;TAOK3;CCNE1;NEK7;CDK2;CDK1;CDK11B
Membrane Organization (GO:0061024)	7/190	0.08694872036320793	0.42475481860048975	0	0	1.894808743169399	4.6279505184235035	SH3GLB1;RTP4;DES;TOR1AIP2;TLCD2;NEMP1;SH3GL1
RRNA Methylation (GO:0031167)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	NOP2;FTSJ3
Cellular Response to Interferon-Beta (GO:0035458)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	STAT1;MNDA
DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	PCNA;DTX3L
Regulation of Necroptotic Process (GO:0060544)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	ZBP1;PARP1
T-helper 1 Cell Differentiation (GO:0045063)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	PSMB10;PSMB8
T-helper 17 Cell Differentiation (GO:0072539)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	PSMB10;PSMB8
U2-type Prespliceosome Assembly (GO:1903241)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	SNRPB2;SF3B1
NAD+ Metabolic Process (GO:0019674)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	NADK2;NAMPT
Photoperiodism (GO:0009648)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	PPP1CC;MTA1
Positive Regulation of Cell Cycle G2/M Phase Transition (GO:1902751)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	CDK1;BRD4
Positive Regulation of Morphogenesis of an Epithelium (GO:1905332)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	GJA1;FGF2
Protein Targeting to ER (GO:0045047)	2/25	0.0881696845445636	0.42475481860048975	0	0	4.288248822691928	10.413978335991011	UBL4A;SRPRA
Positive Regulation of Cytokine-Mediated Signaling Pathway (GO:0001961)	3/53	0.08903919217106625	0.42475481860048975	0	0	2.9622727272727274	7.164785785255473	ZBP1;PARP9;PARP14
Positive Regulation of Innate Immune Response (GO:0045089)	3/53	0.08903919217106625	0.42475481860048975	0	0	2.9622727272727274	7.164785785255473	ZBP1;IFI35;NMI
Regulation of Transcription Elongation by RNA Polymerase II (GO:0034243)	4/85	0.09016597185225532	0.42475481860048975	0	0	2.440381309579622	5.871809217881694	MED23;CCNK;PARP1;BRD4
Organophosphate Metabolic Process (GO:0019637)	4/86	0.09315821195685275	0.42475481860048975	0	0	2.4104970669959864	5.721208792691514	GFPT2;GFPT1;ALDOC;PFKP
Aminoglycan Biosynthetic Process (GO:0006023)	2/26	0.09430215145278506	0.42475481860048975	0	0	4.10936188077246	9.703235978853616	EXT2;UGDH
Carbohydrate Derivative Catabolic Process (GO:1901136)	2/26	0.09430215145278506	0.42475481860048975	0	0	4.10936188077246	9.703235978853616	SCARB2;OGA
Cardiac Muscle Cell Development (GO:0055013)	2/26	0.09430215145278506	0.42475481860048975	0	0	4.10936188077246	9.703235978853616	PDGFRA;OBSL1
Macrophage Differentiation (GO:0030225)	2/26	0.09430215145278506	0.42475481860048975	0	0	4.10936188077246	9.703235978853616	PARP1;MMP9
Vascular Endothelial Cell Response to Fluid Shear Stress (GO:0097699)	2/26	0.09430215145278506	0.42475481860048975	0	0	4.10936188077246	9.703235978853616	PRKAR1B;PRKAR1A
Positive Regulation of Extracellular Matrix Organization (GO:1903055)	2/26	0.09430215145278506	0.42475481860048975	0	0	4.10936188077246	9.703235978853616	EFEMP2;HPSE
10-Formyltetrahydrofolate Metabolic Process (GO:0009256)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	ALDH1L2
Pyruvate Transmembrane Transport (GO:1901475)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	SLC16A3
Bundle of His Cell Action Potential (GO:0086043)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	TRPM4
CUT Catabolic Process (GO:0071034)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	DIS3
Regulation of Cytoplasmic mRNA Processing Body Assembly (GO:0010603)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	CNOT1
Regulation of Epithelial Tube Formation (GO:1905276)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	FGF2
Regulation of Granulocyte Colony-Stimulating Factor Production (GO:0071655)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	CD34
Cellular Response to Salt (GO:1902075)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	MAPK13
Cellular Response to Sodium Arsenite (GO:1903936)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	MAPK13
Regulation of Interleukin-4-Mediated Signaling Pathway (GO:1902214)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	PARP14
Regulation of Membrane Tubulation (GO:1903525)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	SH3GLB1
DNA Replication, Synthesis of Primer (GO:0006269)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	POLA2
Regulation of Myoblast Proliferation (GO:2000291)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	ZNF609
Embryonic Camera-Type Eye Development (GO:0031076)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	NES
Endoplasmic Reticulum Membrane Fusion (GO:0016320)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	ATL1
Regulation of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	FKBP1B
Reg of Skeletal Muscle Contraction by Regulation of Release of Sequestered Calcium Ion (GO:0014809)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	GSTO1
Folic Acid-Containing Compound Catabolic Process (GO:0009397)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	ALDH1L2
Regulation of Type B Pancreatic Cell Apoptotic Process (GO:2000674)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	WFS1
Renal Tubule Development (GO:0061326)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	STAT1
Replication Fork Reversal (GO:0071932)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	PARP1
Glucuronate Metabolic Process (GO:0019585)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	UGT1A6
Glutamate Secretion (GO:0014047)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	GJA1
Hemidesmosome Assembly (GO:0031581)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	LAMC1
Response to Sodium Arsenite (GO:1903935)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	MAPK13
Retina Vasculature Development in Camera-Type Eye (GO:0061298)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	PDGFRA
Icosanoid Catabolic Process (GO:1901523)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	DPEP1
ScaRNA Localization to Cajal Body (GO:0090666)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	CCT4
Semi-lunar Valve Development (GO:1905314)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	RBPJ
Short-chain Fatty Acid Catabolic Process (GO:0019626)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	CES1
Interleukin-13-mediated Signaling Pathway (GO:0035772)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	IL13RA2
SnRNA Transport (GO:0051030)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	PHAX
Leukotriene Catabolic Process (GO:0036100)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	DPEP1
Mechanoreceptor Differentiation (GO:0042490)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	MYO7A
Membrane Depolarization During AV Node Cell Action Potential (GO:0086045)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	TRPM4
Ubiquitin-dependent Protein Catabolic Process via the N-end Rule Pathway (GO:0071596)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	UBR4
Metanephric Mesenchymal Cell Differentiation (GO:0072162)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	STAT1
Very Long-Chain Fatty Acid Catabolic Process (GO:0042760)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	ABCD1
Mitotic Sister Chromatid Cohesion, Centromeric (GO:0071962)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	CDK11B
Myotube Differentiation Involved in Skeletal Muscle Regeneration (GO:0014908)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	PTGFRN
Negative Regulation of Gonadotropin Secretion (GO:0032277)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	GJA1
Negative Regulation of Protein Export From Nucleus (GO:0046826)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	SP100
Neurotransmitter Receptor Internalization (GO:0099590)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	AP2M1
Platelet Degranulation (GO:0002576)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	ABCC4
Positive Regulation of Action Potential (GO:0045760)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	TRPM4
Positive Regulation of Blood Vessel Branching (GO:1905555)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	FGF2
Positive Regulation of Cell Proliferation Involved in Heart Morphogenesis (GO:2000138)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	RBPJ
Postsynaptic Endocytosis (GO:0140239)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	AP2M1
Postsynaptic Neurotransmitter Receptor Internalization (GO:0098884)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	AP2M1
Pre-B Cell Differentiation (GO:0002329)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	CFB
Protein Import Into Peroxisome Matrix, Docking (GO:0016560)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	PEX13
Protein Import Into Peroxisome Matrix, Translocation (GO:0016561)	1/5	0.0958574827080112	0.42475481860048975	0	0	12.30967336683417	28.864863779616243	PEX13
Protein Tetramerization (GO:0051262)	4/87	0.09619710826153152	0.42475481860048975	0	0	2.381332926643282	5.575548091533679	GOLGA2;FKRP;ALDH1A2;TRPM4
Endoplasmic Reticulum Unfolded Protein Response (GO:0030968)	3/55	0.09693105414656043	0.42475481860048975	0	0	2.8480477855477857	6.646646714421736	ERMP1;WFS1;EIF2S1
Fatty Acid Oxidation (GO:0019395)	3/55	0.09693105414656043	0.42475481860048975	0	0	2.8480477855477857	6.646646714421736	ECI2;ABCD1;PEX13
Microtubule Bundle Formation (GO:0001578)	3/55	0.09693105414656043	0.42475481860048975	0	0	2.8480477855477857	6.646646714421736	CFAP74;TPPP3;NAV1
Positive Regulation of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	3/55	0.09693105414656043	0.42475481860048975	0	0	2.8480477855477857	6.646646714421736	DHX58;IFI35;ZC3HAV1
Protein Complex Oligomerization (GO:0051259)	5/122	0.0975160231703933	0.42475481860048975	0	0	2.113323788450692	4.919265302302358	IFIH1;UGDH;FKRP;ATL1;TP53BP1
Regulation of Muscle Cell Differentiation (GO:0051147)	2/27	0.10055315411993863	0.42475481860048975	0	0	3.9447858942065492	9.0614445788961	LAMC1;NID1
Regulation of Protein Localization to Cell Periphery (GO:1904375)	2/27	0.10055315411993863	0.42475481860048975	0	0	3.9447858942065492	9.0614445788961	STX8;GBP1
Fatty Acid Derivative Biosynthetic Process (GO:1901570)	2/27	0.10055315411993863	0.42475481860048975	0	0	3.9447858942065492	9.0614445788961	FAR1;GGT1
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	2/27	0.10055315411993863	0.42475481860048975	0	0	3.9447858942065492	9.0614445788961	EXT2;UGDH
