Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of Ruffle Assembly (GO:1900027)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	FAM98A;ARHGAP24
Ganglioside Metabolic Process (GO:0001573)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	HEXA;NEU1
Retinol Metabolic Process (GO:0042572)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	RETSAT;RDH10
NAD+ Metabolic Process (GO:0019674)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	PC;NUDT12
Negative Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001240)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	UNC5B;EYA4
Negative Regulation of Response to Wounding (GO:1903035)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	EPHA4;CD109
Negative Regulation of Signal Transduction in Absence of Ligand (GO:1901099)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	UNC5B;EYA4
Outflow Tract Septum Morphogenesis (GO:0003148)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	NRP1;NRP2
Positive Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902993)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	APP;EPHA4
Positive Regulation of Striated Muscle Cell Differentiation (GO:0051155)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	EFNB2;TGFB1
Positive Regulation of Translational Initiation (GO:0045948)	2/25	0.11363463680929085	0.40688564939522487	0	0	3.6726896292113684	7.987243904507461	HABP4;MTOR
Positive Regulation of Leukocyte Cell-Cell Adhesion (GO:1903039)	3/51	0.11458021184122204	0.40688564939522487	0	0	2.6420824295010847	5.724019167646367	PRKAA1;IL6;CD44
Primary Alcohol Metabolic Process (GO:0034308)	3/51	0.11458021184122204	0.40688564939522487	0	0	2.6420824295010847	5.724019167646367	AKR7A2;RETSAT;RDH10
External Encapsulating Structure Organization (GO:0045229)	5/111	0.11618321138751846	0.40688564939522487	0	0	1.996752579438484	4.2981834955914096	APP;CCDC80;COL4A1;COL14A1;TGFBI
Extracellular Structure Organization (GO:0043062)	5/111	0.11618321138751846	0.40688564939522487	0	0	1.996752579438484	4.2981834955914096	APP;CCDC80;COL4A1;COL14A1;TGFBI
Positive Regulation of Translation (GO:0045727)	5/111	0.11618321138751846	0.40688564939522487	0	0	1.996752579438484	4.2981834955914096	IL6;ERBB2;HABP4;SAMD4A;MTOR
Macroautophagy (GO:0016236)	7/177	0.11867165933483975	0.40688564939522487	0	0	1.7449092547303384	3.719090450298648	UVRAG;VPS33B;VIPAS39;STAM;USP30;AMBRA1;SNX7
Positive Regulation of Macroautophagy (GO:0016239)	4/81	0.11912994875219432	0.40688564939522487	0	0	2.1975155279503107	4.675303011183494	UVRAG;AMBRA1;SNX7;OPTN
Cellular Response to Chemical Stress (GO:0062197)	5/112	0.1194456275467688	0.40688564939522487	0	0	1.977989534339177	4.203018114869078	PRKAA1;GPX4;LRRC8D;PAM;MTOR
Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	3/52	0.11961859067110321	0.40688564939522487	0	0	2.588029571915534	5.495543654079347	DOCK5;NRP1;FGG
Intracellular Glucose Homeostasis (GO:0001678)	3/52	0.11961859067110321	0.40688564939522487	0	0	2.588029571915534	5.495543654079347	PRKAA1;LRRC8D;PCK2
Protein Polyubiquitination (GO:0000209)	9/246	0.12021719573715249	0.40688564939522487	0	0	1.6107108081791626	3.412218699743387	CDC27;MYCBP2;FBXO28;HUWE1;MDM2;UBE4A;UBE2G2;AMBRA1;MARCHF5
Lamellipodium Assembly (GO:0030032)	2/26	0.12129476458838002	0.40688564939522487	0	0	3.5194805194805197	7.424455458774457	ABLIM1;CDH13
Long-chain Fatty Acid Biosynthetic Process (GO:0042759)	2/26	0.12129476458838002	0.40688564939522487	0	0	3.5194805194805197	7.424455458774457	GPX4;FADS1
Negative Regulation of DNA Biosynthetic Process (GO:2000279)	2/26	0.12129476458838002	0.40688564939522487	0	0	3.5194805194805197	7.424455458774457	POT1;TP53
Negative Regulation of miRNA Transcription (GO:1902894)	2/26	0.12129476458838002	0.40688564939522487	0	0	3.5194805194805197	7.424455458774457	APP;TGFB1
Positive Regulation of Cellular Response to Transforming Growth Factor Beta Stimulus (GO:1903846)	2/26	0.12129476458838002	0.40688564939522487	0	0	3.5194805194805197	7.424455458774457	TWSG1;TGFB1I1
Positive Regulation of Filopodium Assembly (GO:0051491)	2/26	0.12129476458838002	0.40688564939522487	0	0	3.5194805194805197	7.424455458774457	NRP1;TGFB3
Positive Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)	2/26	0.12129476458838002	0.40688564939522487	0	0	3.5194805194805197	7.424455458774457	TWSG1;TGFB1I1
Regulation of BMP Signaling Pathway (GO:0030510)	4/82	0.12308888577593165	0.40688564939522487	0	0	2.169230769230769	4.544209901190212	TWSG1;FST;CRIM1;CCN1
Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	4/82	0.12308888577593165	0.40688564939522487	0	0	2.169230769230769	4.544209901190212	APP;MGRN1;TULP3;PLCB1
Sphingolipid Metabolic Process (GO:0006665)	4/82	0.12308888577593165	0.40688564939522487	0	0	2.169230769230769	4.544209901190212	SMPD2;SPHK2;DEGS1;TEX2
Supramolecular Fiber Organization (GO:0097435)	11/318	0.12318960568851219	0.40688564939522487	0	0	1.5209425401413665	3.184900221195788	MYO1D;APP;CNN1;MYO1E;BIN3;ELMO1;MDM2;MYO19;TLE6;MYO1F;RND1
DNA Damage Response (GO:0006974)	15/464	0.1242131592908974	0.40688564939522487	0	0	1.4201566460483828	2.9621004764559156	UVRAG;RRM1;PARP4;INO80;CRIP1;UACA;MTOR;BABAM1;PSMB5;APC;ERCC4;MACROD1;POLK;TP53;EPHA2
Positive Regulation of Developmental Process (GO:0051094)	9/248	0.12455524832811492	0.40688564939522487	0	0	1.5970665317945654	3.3266990081632666	PRKAA1;TGFB1;TFRC;FST;YME1L1;CCN1;PLCB1;TLE6;MARCHF5
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	3/53	0.12473741008075404	0.40688564939522487	0	0	2.5361388286334057	5.279085755516654	ERBB2;PTK2B;PIK3C2A
Positive Regulation of Blood Vessel Endothelial Cell Migration (GO:0043536)	3/53	0.12473741008075404	0.40688564939522487	0	0	2.5361388286334057	5.279085755516654	TGFB1;PIK3C2A;AMOT
Positive Regulation of Osteoblast Differentiation (GO:0045669)	3/53	0.12473741008075404	0.40688564939522487	0	0	2.5361388286334057	5.279085755516654	IL6;HGF;CCN1
Wound Healing (GO:0042060)	4/83	0.12710325990491514	0.40688564939522487	0	0	2.141662080352229	4.417725134234201	MACF1;RAB3A;DST;ERBB2
Negative Regulation of Blood Vessel Morphogenesis (GO:2000181)	4/83	0.12710325990491514	0.40688564939522487	0	0	2.141662080352229	4.417725134234201	PTPRM;HSPG2;THBS4;AMOT
Negative Regulation of Cellular Component Organization (GO:0051129)	4/83	0.12710325990491514	0.40688564939522487	0	0	2.141662080352229	4.417725134234201	MTMR2;SACS;CRYAB;DNM2
ATP Biosynthetic Process (GO:0006754)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	TGFB1;ATP5F1C
Regulation of DNA Biosynthetic Process (GO:2000278)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	HGF;POT1
Amyloid Fibril Formation (GO:1990000)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	APP;MDM2
Regulation of T Cell Migration (GO:2000404)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	APP;LRCH1
Regulation of Neuroinflammatory Response (GO:0150077)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	IL6;PLCG2
Regulation of Neutrophil Chemotaxis (GO:0090022)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	SLIT2;THBS4
Fatty Acid Derivative Biosynthetic Process (GO:1901570)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	GGT5;PAM
SnRNA Metabolic Process (GO:0016073)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	ZCCHC8;PPP2CA
Sterol Transport (GO:0015918)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	APOB;LDLR
Negative Chemotaxis (GO:0050919)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	UNC5C;SLIT2
Negative Regulation of mRNA Splicing, via Spliceosome (GO:0048025)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	AAR2;SNRPB
Peptide Hormone Secretion (GO:0030072)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	IL6;SNX19
Phospholipid Catabolic Process (GO:0009395)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	SMPD2;SMPDL3A
Positive Regulation of T Cell Migration (GO:2000406)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	APP;ADAM10
Protein Insertion Into Mitochondrial Membrane (GO:0051204)	2/27	0.1290770315334151	0.40688564939522487	0	0	3.3785281385281385	6.917015763431038	TIMM10B;MTX2
Negative Regulation of Growth (GO:0045926)	5/115	0.1294871825848944	0.40688564939522487	0	0	1.9237472766884531	3.93247297077529	TGFB1;SPHK2;FHL1;SLIT2;TP53
Positive Regulation of Cell Projection Organization (GO:0031346)	5/115	0.1294871825848944	0.40688564939522487	0	0	1.9237472766884531	3.93247297077529	PTK2B;DMD;SLIT2;ARSB;CX3CL1
Autophagosome Maturation (GO:0097352)	3/54	0.12993402614785676	0.40688564939522487	0	0	2.4862830164603804	5.073828482748187	UVRAG;VPS33B;VIPAS39
Collagen Fibril Organization (GO:0030199)	3/54	0.12993402614785676	0.40688564939522487	0	0	2.4862830164603804	5.073828482748187	COL14A1;COL4A1;LOXL4
Regulation of Protein Kinase Activity (GO:0045859)	3/54	0.12993402614785676	0.40688564939522487	0	0	2.4862830164603804	5.073828482748187	UVRAG;PTK2B;MTOR
Secondary Alcohol Metabolic Process (GO:1902652)	3/54	0.12993402614785676	0.40688564939522487	0	0	2.4862830164603804	5.073828482748187	NSDHL;IDH3G;APOB
Intraciliary Transport (GO:0042073)	3/54	0.12993402614785676	0.40688564939522487	0	0	2.4862830164603804	5.073828482748187	DYNC2I1;TULP3;WDR35
Transport Along Microtubule (GO:0010970)	3/54	0.12993402614785676	0.40688564939522487	0	0	2.4862830164603804	5.073828482748187	APP;ARHGAP21;WDR35
Regulation of Rho Protein Signal Transduction (GO:0035023)	4/84	0.13117198101870264	0.40688564939522487	0	0	2.114782608695652	4.29564368218927	NRP1;ARHGEF28;DLC1;ERBB2
Pyrimidine Ribonucleoside Monophosphate Catabolic Process (GO:0009175)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	NT5C
Pyruvate Decarboxylation to acetyl-CoA (GO:0006086)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	PDHA1
Amino-acid Betaine Biosynthetic Process (GO:0006578)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TMLHE
Aminoglycan Metabolic Process (GO:0006022)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	HEXA
Regulation of G Protein-Coupled Receptor Internalization (GO:1904020)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	APP
Regulation of RNA Polymerase II Transcription Preinitiation Complex Assembly (GO:0045898)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TP53
Regulation of acyl-CoA Biosynthetic Process (GO:0050812)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	BCKDK
Axo-dendritic Transport (GO:0008088)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	APP
Regulation of Antigen Processing and Presentation (GO:0002577)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	CTSS
Regulation of Apoptotic DNA Fragmentation (GO:1902510)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	IL6
B Cell Chemotaxis (GO:0035754)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	HSD3B7
Regulation of Axon Extension Involved in Axon Guidance (GO:0048841)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	NRP1
Regulation of Axon Guidance (GO:1902667)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	MYCBP2
Regulation of Basement Membrane Organization (GO:0110011)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	LAMB2
Regulation of Blood Vessel Remodeling (GO:0060312)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TGFB1
Regulation of Calcium Import Into the Mitochondrion (GO:0110097)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	SPG7
Bradykinin Catabolic Process (GO:0010815)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	MME
Carnitine Biosynthetic Process (GO:0045329)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TMLHE
Regulation of Extracellular Exosome Assembly (GO:1903551)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	STAM
Regulation of Glucagon Secretion (GO:0070092)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	IL6
Regulation of Hyaluronan Biosynthetic Process (GO:1900125)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TGFB1
Cholesterol Import (GO:0070508)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	LDLR
Constitutive Secretory Pathway (GO:0045054)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	RAB3A
Regulation of Mesenchymal Stem Cell Proliferation (GO:1902460)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TGFB1
Regulation of Mitochondrial Membrane Permeability Involved in Apoptotic Process (GO:1902108)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	THEM4
Regulation of Monoatomic Anion Transport (GO:0044070)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	STC1
Regulation of Muscle Organ Development (GO:0048634)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TGFB1
Regulation of Plasma Membrane Repair (GO:1905684)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	RAB3A
ERBB2-EGFR Signaling Pathway (GO:0038134)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	ERBB2
Endothelial Cell Morphogenesis (GO:0001886)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	STC1
Regulation of Receptor Catabolic Process (GO:2000644)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	MTMR2
Enzyme-directed rRNA Pseudouridine Synthesis (GO:0000455)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	RPUSD2
Regulation of Respiratory Burst Involved in Inflammatory Response (GO:0060264)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	GRN
Establishment of Protein Localization to Telomere (GO:0070200)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	POT1
Regulation of Synaptic Vesicle Fusion to Presynaptic Active Zone Membrane (GO:0031630)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	RAB3A
Regulation of Synaptic Vesicle Membrane Organization (GO:1901632)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	RAB3A
Regulation of System Process (GO:0044057)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	DMD
GABA Metabolic Process (GO:0009448)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	ABAT
Response to Peptidoglycan (GO:0032494)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	IL6
Response to Vitamin B6 (GO:0034516)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	BABAM1
Iron Coordination Entity Transport (GO:1901678)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	LCN2
L-valine Catabolic Process (GO:0006574)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	HIBCH
Leukocyte Apoptotic Process (GO:0071887)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	IL6
Lymph Node Development (GO:0048535)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TGFB1
Toll-like Receptor 2 Signaling Pathway (GO:0034134)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TLR2
UMP Metabolic Process (GO:0046049)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	NT5C
Membrane Raft Assembly (GO:0001765)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	RFTN1
Valine Metabolic Process (GO:0006573)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	HIBCH
Metaphase/anaphase Transition of Mitotic Cell Cycle (GO:0007091)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	CDC27
NMDA Selective Glutamate Receptor Signaling Pathway (GO:0098989)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	APP
Negative Regulation of MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0034125)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TGFB1
Negative Regulation of T Cell Migration (GO:2000405)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	LRCH1
Negative Regulation of Astrocyte Differentiation (GO:0048712)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	LDLR
Negative Regulation of Autophagy of Mitochondrion (GO:1903147)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	USP30
Negative Regulation of Cellular Extravasation (GO:0002692)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	PLCB1
Negative Regulation of Excitatory Postsynaptic Potential (GO:0090394)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	MTMR2
Negative Regulation of Hydrogen Peroxide-Mediated Programmed Cell Death (GO:1901299)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	HGF
Negative Regulation of Lamellipodium Organization (GO:1902744)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	SLIT2
Negative Regulation of Low-Density Lipoprotein Particle Clearance (GO:0010989)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	LDLR
Negative Regulation of miRNA Processing (GO:1903799)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	IL6
Negative Regulation of Monocyte Chemotaxis (GO:0090027)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	SLIT2
Negative Regulation of Neuron Migration (GO:2001223)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	CX3CL1
Negative Regulation of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035359)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	HUWE1
Negative Regulation of Synapse Assembly (GO:0051964)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TLR2
Negative Regulation of Synapse Organization (GO:1905809)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TLR2
Neutrophil Degranulation (GO:0043312)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	STXBP2
Nucleotide-excision Repair, DNA Gap Filling (GO:0006297)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	POLK
Pericardium Morphogenesis (GO:0003344)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	FLRT3
Pericentric Heterochromatin Formation (GO:0031508)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	CENPV
Phosphatidylglycerol Biosynthetic Process (GO:0006655)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	GPAM
Plus-end-directed Organelle Transport Along Microtubule (GO:0072386)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	KIF13A
Positive Regulation of Appetite (GO:0032100)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	MGRN1
Positive Regulation of Cholesterol Storage (GO:0010886)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	APOB
Positive Regulation of Long-Term Synaptic Depression (GO:1900454)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	APP
Positive Regulation of Mesenchymal Stem Cell Proliferation (GO:1902462)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	TGFB1
Positive Regulation of Nuclear Cell Cycle DNA Replication (GO:0010571)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	INO80
Positive Regulation of Osteoblast Proliferation (GO:0033690)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	CCN1
Positive Regulation of Response to Food (GO:0032097)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	MGRN1
Positive Regulation of Skeletal Muscle Cell Differentiation (GO:2001016)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	GPC1
Positive Regulation of Triglyceride Catabolic Process (GO:0010898)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	DAGLB
Positive Regulation of Urine Volume (GO:0035810)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	NPR3
Protein Geranylgeranylation (GO:0018344)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	CHM
Protein Localization to Axon (GO:0099612)	1/6	0.13138696365173613	0.40688564939522487	0	0	8.436717062634989	17.12323172617443	CNTNAP1
Fatty Acid Oxidation (GO:0019395)	3/55	0.13520578655252827	0.41282917103965744	0	0	2.4383447355247787	4.879023738318228	CPT2;ECI1;ECHDC2
Positive Regulation of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	3/55	0.13520578655252827	0.41282917103965744	0	0	2.4383447355247787	4.879023738318228	PIKFYVE;CD14;MARCHF5
Regulation of Interleukin-1 Beta Production (GO:0032651)	4/85	0.1352939398161676	0.41282917103965744	0	0	2.0885668276972624	4.177771786755084	P2RX7;APP;IL6;CX3CL1
Positive Regulation of JNK Cascade (GO:0046330)	4/85	0.1352939398161676	0.41282917103965744	0	0	2.0885668276972624	4.177771786755084	APP;PTK2B;PLCB1;EDA2R
Regulation of Biomineral Tissue Development (GO:0070167)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	TGFB1;BMP2K
Regulation of Mitochondrial Fission (GO:0090140)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	MYO19;MARCHF5
Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	IL6;THBS4
Regulation of Platelet Aggregation (GO:0090330)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	IL6;EMILIN2
Response to Zinc Ion (GO:0010043)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	CRIP1;PAM
In Utero Embryonic Development (GO:0001701)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	TGFB3;ADAM10
Mitochondrial Respiratory Chain Complex IV Assembly (GO:0033617)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	COX17;COA6
Negative Regulation of cAMP/PKA Signal Transduction (GO:0141162)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	PRKAR2A;PDE8A
Negative Regulation of Cell Junction Assembly (GO:1901889)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	DLC1;TLR2
Negative Regulation of mRNA Processing (GO:0050686)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	AAR2;SNRPB
Negative Regulation of miRNA Metabolic Process (GO:2000629)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	APP;TGFB1
Negative Regulation of Signal Transduction by P53 Class Mediator (GO:1901797)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	MDM2;CD44
Positive Regulation of Vascular Endothelial Growth Factor Production (GO:0010575)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	IL6;TGFB1
Prostaglandin Metabolic Process (GO:0006693)	2/28	0.13697167990610046	0.41282917103965744	0	0	3.248418248418248	6.457794052009429	PRXL2B;DAGLB
Regulation of Cytokinesis (GO:0032465)	4/86	0.1394680091651926	0.41282917103965744	0	0	2.0629904559915166	4.063926218894376	UVRAG;CENPV;KIF13A;MYO19
Positive Regulation of Protein Secretion (GO:0050714)	4/86	0.1394680091651926	0.41282917103965744	0	0	2.0629904559915166	4.063926218894376	TGFB1;TGFB3;FGG;TLR2
Cellular Response to Growth Factor Stimulus (GO:0071363)	6/151	0.1397053938637939	0.41282917103965744	0	0	1.7519349495557899	3.448192360736619	NRP1;TGFB1;HGF;ERBB2;PDE8A;CD44
Negative Regulation of Inflammatory Response (GO:0050728)	6/151	0.1397053938637939	0.41282917103965744	0	0	1.7519349495557899	3.448192360736619	CYLD;IL1RN;GRN;MVK;PRKAR2A;UACA
Mitotic Cell Cycle Phase Transition (GO:0044772)	5/118	0.13989837557388693	0.41282917103965744	0	0	1.872385138912989	3.6826801305534276	CCND2;USP22;CDC27;PLCB1;DNM2
Icosanoid Metabolic Process (GO:0006690)	3/56	0.14055003428991372	0.41282917103965744	0	0	2.3922154463225964	4.693985383477121	GPX4;DAGLB;FADS1
Positive Regulation of Interleukin-1 Beta Production (GO:0032731)	3/56	0.14055003428991372	0.41282917103965744	0	0	2.3922154463225964	4.693985383477121	P2RX7;APP;IL6
