Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Membraneless Organelle Assembly (GO:0140694)	4/151	0.4657255100983334	0.5876571479568236	0	0	1.146938775510204	0.8764434186148856	FARP2;SQLE;INO80;PISD
Defense Response to Bacterium (GO:0042742)	6/236	0.4682465739684216	0.5876571479568236	0	0	1.0996392633377634	0.8343625671505812	APP;IL6;LCN2;PLA2G6;OPTN;TLR2
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	5/194	0.46960767870111414	0.5876571479568236	0	0	1.1150880105128471	0.8428478132316961	APP;PRKAA1;TGFB1;PC;ADAM10
Apoptotic Cell Clearance (GO:0043277)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	DNASE2
Reg of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	APP
Cellular Response to Acetylcholine (GO:1905145)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	LYNX1
Cellular Response to Topologically Incorrect Protein (GO:0035967)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	OPTN
Regulation of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	CX3CL1
Regulation of Muscle Cell Differentiation (GO:0051147)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	LAMB2
Dendritic Spine Organization (GO:0097061)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	MTMR2
Regulation of Peptidyl-Serine Phosphorylation (GO:0033135)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	IL6
Regulation of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	NRP1
GPI Anchor Biosynthetic Process (GO:0006506)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	PIGQ
GPI Anchor Metabolic Process (GO:0006505)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	PIGQ
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	HS6ST2
Secretory Granule Organization (GO:0033363)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	VPS33B
Late Endosome to Vacuole Transport via Multivesicular Body Sorting Pathway (GO:0032511)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	STAM
Macromolecule Methylation (GO:0043414)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	SNRPB
Mitochondrial Membrane Organization (GO:0007006)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	MTX2
Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	BABAM1
Negative Regulation of Actin Filament Bundle Assembly (GO:0032232)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	DLC1
Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902230)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	CD44
Organophosphate Ester Transport (GO:0015748)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	LDLR
Positive Regulation of RNA Splicing (GO:0033120)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	HABP4
Positive Regulation of Cell-Substrate Junction Organization (GO:0150117)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	NRP1
Positive Regulation of Neutrophil Migration (GO:1902624)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	THBS4
Positive Regulation of Release of Sequestered Calcium Ion Into Cytosol (GO:0051281)	1/27	0.4696385873460523	0.5876571479568236	0	0	1.620701113141718	1.2249126815376545	CX3CL1
Chloride Transmembrane Transport (GO:1902476)	2/68	0.47032096809910146	0.5882336707516566	0	0	1.277056277056277	0.9633345126380262	SLC12A4;ANO8
Positive Regulation of Vasculature Development (GO:1904018)	3/110	0.47147103803320256	0.5893943169760337	0	0	1.1816449409045755	0.8884759998016343	GRN;TGFB1;EMILIN2
Positive Regulation of Protein Polymerization (GO:0032273)	2/69	0.4779298267839963	0.5963266768344304	0	0	1.2579311236027655	0.9287196840047451	PTK2B;AMBRA1
Regulation of Actin Filament Bundle Assembly (GO:0032231)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	CX3CL1
Regulation of Blood Coagulation (GO:0030193)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	PLAU
Regulation of Cytokine Production Involved in Immune Response (GO:0002718)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	SPHK2
Regulation of Double-Strand Break Repair via Nonhomologous End Joining (GO:2001032)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	POT1
Regulation of Myeloid Cell Differentiation (GO:0045637)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	PTK2B
ER-nucleus Signaling Pathway (GO:0006984)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	TP53
Renal Water Homeostasis (GO:0003091)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	PRKAR2A
Hormone Biosynthetic Process (GO:0042446)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	HSD17B7
Intracellular Sodium Ion Homeostasis (GO:0006883)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	FXYD1
Spindle Assembly Checkpoint Signaling (GO:0071173)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	APC
Lipid Translocation (GO:0034204)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	ATP11C
Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	VANGL1
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	APC
Mitotic Spindle Checkpoint Signaling (GO:0071174)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	APC
Negative Regulation of Endothelial Cell Apoptotic Process (GO:2000352)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	FGG
Negative Regulation of Neurogenesis (GO:0050768)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	IL6
Phagocytosis, Engulfment (GO:0006911)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	ELMO1
Plasma Membrane Invagination (GO:0099024)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	ELMO1
Polyol Metabolic Process (GO:0019751)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	GK
Protein Depolymerization (GO:0051261)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	MICAL3
Protein Localization to Golgi Apparatus (GO:0034067)	1/28	0.4819595786774126	0.5963266768344304	0	0	1.560595152387809	1.139070645746679	OPTN
Regulation of Cellular Response to Stress (GO:0080135)	3/112	0.48334146698385155	0.5977578067917717	0	0	1.159843976994567	0.8432435750936026	BABAM1;USP22;MTOR
Spliceosomal snRNP Assembly (GO:0000387)	2/70	0.4854716135007225	0.5998331760851571	0	0	1.2393684746625924	0.8956103703470057	AAR2;SNRPB
Positive Regulation of Intracellular Transport (GO:0032388)	2/70	0.4854716135007225	0.5998331760851571	0	0	1.2393684746625924	0.8956103703470057	MTMR2;NF2
Regulation of Wnt Signaling Pathway (GO:0030111)	3/113	0.4892289638008652	0.6036325755125506	0	0	1.149240780911063	0.8216205865725619	APP;MACF1;TLR2
Regulation of mRNA Splicing, via Spliceosome (GO:0048024)	3/113	0.4892289638008652	0.6036325755125506	0	0	1.149240780911063	0.8216205865725619	KHDRBS3;AAR2;SNRPB
Regulation of Macroautophagy (GO:0016241)	3/113	0.4892289638008652	0.6036325755125506	0	0	1.149240780911063	0.8216205865725619	ATP6V1A;ATP6V1D;MTOR
Action Potential (GO:0001508)	2/71	0.49294534058117506	0.6044548492800003	0	0	1.2213438735177866	0.8639261165000861	DMD;KCNJ2
Regulation of Endocytosis (GO:0030100)	2/71	0.49294534058117506	0.6044548492800003	0	0	1.2213438735177866	0.8639261165000861	MTMR2;CDH13
Cellular Response to Reactive Oxygen Species (GO:0034614)	2/71	0.49294534058117506	0.6044548492800003	0	0	1.2213438735177866	0.8639261165000861	MAPK9;IL6
Retinoid Metabolic Process (GO:0001523)	2/71	0.49294534058117506	0.6044548492800003	0	0	1.2213438735177866	0.8639261165000861	RETSAT;RDH10
Positive Regulation of Type II Interferon Production (GO:0032729)	2/71	0.49294534058117506	0.6044548492800003	0	0	1.2213438735177866	0.8639261165000861	APP;CD14
RRNA Transcription (GO:0009303)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	POLR2K
Cardiac Muscle Cell Contraction (GO:0086003)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	KCNJ2
Regulation of Cytoplasmic Translation (GO:2000765)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	CPEB2
Cellular Response to Glucocorticoid Stimulus (GO:0071385)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	PCK2
Regulation of Microtubule Depolymerization (GO:0031114)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	APC
DNA Damage Tolerance (GO:0006301)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	POLK
Long-term Synaptic Potentiation (GO:0060291)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	PTK2B
Telomere Maintenance via Telomere Lengthening (GO:0010833)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	POT1
Toll-like Receptor 4 Signaling Pathway (GO:0034142)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	CD14
Ventricular Septum Morphogenesis (GO:0060412)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	SLIT2
Negative Regulation of Interleukin-1 Beta Production (GO:0032691)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	CX3CL1
Negative Regulation of Protein Localization to Membrane (GO:1905476)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	TGFB1
Positive Regulation of Fibroblast Proliferation (GO:0048146)	1/29	0.4939949389933385	0.6044548492800003	0	0	1.5047824745448934	1.061217754754989	FN1
Regulation of Cell Cycle (GO:0051726)	8/329	0.4965390133823661	0.6072878071505989	0	0	1.0501721593703885	0.7352184104789093	CYLD;TGFB1;CDC27;MDM2;RPRD1B;INO80;NF2;TP53
Neurogenesis (GO:0022008)	2/72	0.500350101810931	0.6112312779320669	0	0	1.2038342609771182	0.8335916897214187	FAT4;DAGLB
Positive Regulation of Small GTPase Mediated Signal Transduction (GO:0051057)	2/72	0.500350101810931	0.6112312779320669	0	0	1.2038342609771182	0.8335916897214187	ERBB2;SNTA1
Transcription Initiation at RNA Polymerase II Promoter (GO:0006367)	4/158	0.5008252186767749	0.6112312779320669	0	0	1.0944099378881988	0.7567823966997804	PPP2CA;SPHK2;TP53;POLR2K
Regulation of Primary Metabolic Process (GO:0080090)	3/115	0.5009046458910604	0.6112312779320669	0	0	1.128602417105671	0.7802474573469934	USP22;PLCG2;LDLR
Regulation of Cardiac Muscle Cell Contraction (GO:0086004)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	STC1
Regulation of Hydrolase Activity (GO:0051336)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	EPHA4
Regulation of Immunoglobulin Production (GO:0002637)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	IL6
Regulation of Lipid Biosynthetic Process (GO:0046890)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	MTOR
Regulation of Lipid Catabolic Process (GO:0050994)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	PRKAA1
Regulation of Microtubule Polymerization or Depolymerization (GO:0031110)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	PPP2CA
Establishment of Endothelial Barrier (GO:0061028)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	AFDN
Regulation of Transcription by RNA Polymerase III (GO:0006359)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	MTOR
Fc-gamma Receptor Signaling Pathway (GO:0038094)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	PLA2G6
Glial Cell Differentiation (GO:0010001)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	GPC1
Maturation of 5.8S rRNA Fm Tricistronic rRNA Trans (GO:0000466)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	URB1
Monocarboxylic Acid Catabolic Process (GO:0072329)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	LPIN1
Negative Regulation of Cytoskeleton Organization (GO:0051494)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	SLIT2
Negative Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	ITGA1
Negative Regulation of Mitotic Metaphase/Anaphase Transition (GO:0045841)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	APC
Negative Regulation of Protein Localization to Cell Periphery (GO:1904376)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	TGFB1
Positive Regulation of B Cell Proliferation (GO:0030890)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	TFRC
Positive Regulation of MAP Kinase Activity (GO:0043406)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	ERBB2
Positive Regulation of Rho Protein Signal Transduction (GO:0035025)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	ERBB2
Positive Regulation of Leukocyte Migration (GO:0002687)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	IL6
Positive Regulation of Nitric Oxide Biosynthetic Process (GO:0045429)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	APP
Positive Regulation of Protein Import Into Nucleus (GO:0042307)	1/30	0.5057512759377615	0.6112312779320669	0	0	1.4528189468980413	0.9904016111879291	TGFB1
Cell Surface Receptor Signaling Pathway via JAK-STAT (GO:0007259)	2/73	0.5076850695307608	0.6118965370275381	0	0	1.186817876958722	0.8045366769564175	IL6;STAT6
Regulation of Heart Contraction (GO:0008016)	2/73	0.5076850695307608	0.6118965370275381	0	0	1.186817876958722	0.8045366769564175	DMPK;FXYD1
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	2/73	0.5076850695307608	0.6118965370275381	0	0	1.186817876958722	0.8045366769564175	P2RX7;TGFB1
Negative Regulation of Apoptotic Signaling Pathway (GO:2001234)	2/73	0.5076850695307608	0.6118965370275381	0	0	1.186817876958722	0.8045366769564175	HGF;CX3CL1
Positive Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	2/73	0.5076850695307608	0.6118965370275381	0	0	1.186817876958722	0.8045366769564175	MDM2;MTOR
Positive Regulation of Type I Interferon Production (GO:0032481)	2/73	0.5076850695307608	0.6118965370275381	0	0	1.186817876958722	0.8045366769564175	USP22;TLR2
Organic Anion Transport (GO:0015711)	3/117	0.5124431094369934	0.6173508908060739	0	0	1.1086882064162575	0.741230773881352	LRRC8C;LRRC8D;SLC25A42
Regulation of Neuron Differentiation (GO:0045664)	2/74	0.5149494913454544	0.6175176826122961	0	0	1.1702741702741704	0.7766951191751732	APP;DMD
Negative Regulation of TOR Signaling (GO:0032007)	2/74	0.5149494913454544	0.6175176826122961	0	0	1.1702741702741704	0.7766951191751732	PRKAA1;TULP3
Organic Cation Transport (GO:0015695)	2/74	0.5149494913454544	0.6175176826122961	0	0	1.1702741702741704	0.7766951191751732	SLC43A2;SLC25A42
ADP Catabolic Process (GO:0046032)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	PFKFB4
Pyroptotic Inflammatory Response (GO:0070269)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	DPP9
Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	APC
Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0002753)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	CYLD
Regulation of Striated Muscle Contraction (GO:0006942)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	DMD
GPI Anchored Protein Biosynthesis (GO:0180046)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	PIGQ
Glycerophospholipid Catabolic Process (GO:0046475)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	PLA2G6
Glycolytic Process (GO:0006096)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	PFKFB4
Synaptic Vesicle Endocytosis (GO:0048488)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	DNM2
Transition Metal Ion Transport (GO:0000041)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	TFRC
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	BABAM1
Negative Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900016)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	CHID1
Negative Regulation of Protein Localization to Plasma Membrane (GO:1903077)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	TGFB1
Negative Regulation of Wound Healing (GO:0061045)	1/31	0.5172350446296663	0.6175176826122961	0	0	1.4043196544276457	0.9258087926150609	CD109
